query,duration
31b.sql,0.4755
31b.sql,0.4745
31b.sql,0.4729
31b.sql,0.4744
31c.sql,1.7930
31c.sql,1.8001
31c.sql,1.7027
31c.sql,1.7853
31c.sql,1.7988
32a.sql,0.0187
32a.sql,0.0158
32a.sql,0.0157
32a.sql,0.0152
32a.sql,0.0146
32b.sql,0.1722
32b.sql,0.1640
32b.sql,0.1605
32b.sql,0.1595
32b.sql,0.1615
33a.sql,0.1207
33a.sql,0.1128
33a.sql,0.1061
33a.sql,0.0989
33a.sql,0.0920
33b.sql,0.1118
33b.sql,0.0982
33b.sql,0.0902
33b.sql,0.0837
33b.sql,0.0782
33c.sql,0.1002
33c.sql,0.0899
33c.sql,0.0874
33c.sql,0.0873
33c.sql,0.0873
