TIME sec  , mode 
   126.160, loc  
   127.120, loc  
   128.720, loc  
   174.780, fed1 
   169.470, fed1 
   170.050, fed1 
    91.340, fed2 
    89.400, fed2 
    89.370, fed2 
    66.330, fed3 
    62.350, fed3 
    62.400, fed3 
    54.470, fed4 
    48.750, fed4 
    48.510, fed4 
    45.300, fed5 
    40.970, fed5 
    41.080, fed5 
    40.080, fed6 
    35.050, fed6 
    35.610, fed6 
    35.920, fed7 
    31.400, fed7 
    32.240, fed7 
