TIME sec  , mode 
   138.920, loc  
    44.260, loc  
   123.790, loc  
   194.760, fed1 
   199.570, fed1 
   201.100, fed1 
   125.210, fed2 
   118.860, fed2 
   119.320, fed2 
    96.210, fed3 
    90.520, fed3 
    89.400, fed3 
    81.480, fed4 
    76.920, fed4 
    73.240, fed4 
    70.050, fed5 
    68.860, fed5 
    67.880, fed5 
    66.180, fed6 
    63.140, fed6 
    60.830, fed6 
    62.200, fed7 
    57.250, fed7 
    59.840, fed7 
