TIME sec  , mode 
    34.760, loc  
   112.840, fed1 
    96.570, fed1 
    89.000, fed2 
    86.870, fed2 
    82.620, fed3 
    77.540, fed3 
    79.180, fed4 
    77.540, fed4 
    75.610, fed5 
    71.080, fed5 
    73.540, fed6 
    73.520, fed6 
    70.790, fed7 
    75.260, fed7 
