TIME sec  , mode 
    72.530, loc  
   375.220, fed1 
   376.820, fed1 
   298.350, fed2 
   294.630, fed2 
   267.610, fed3 
   268.430, fed3 
   257.240, fed4 
   260.470, fed4 
   248.110, fed5 
   254.440, fed5 
   250.870, fed6 
   251.180, fed6 
   250.880, fed7 
   246.880, fed7 
