Query,IsWarmup,Millis,PreMillis,JoinMillis,MatMillis,PostMillis,FilterMillis,IndexMillis,GroupByMillis,AggregateMillis,HavingMillis,OrderMillis,Tuples,Samples,Lookups,NrIndexEntries,nrUniqueLookups,NrPlans,JoinCard,AvgReward,MaxReward,TotalWork,DataSize,UctSize,StateSize,JoinSize
33c.sql,true,5520,575,153,34,1,39,536,0,1,0,0,0,26,0,0,0,0,114,0.0,0.0,0.0,0,0,0,0
33c.sql,true,119,74,43,2,0,22,52,0,0,0,0,0,18,0,0,0,0,114,0.0,0.0,0.0,0,0,0,0
33c.sql,true,100,69,29,2,0,23,46,0,0,0,0,0,7,0,0,0,0,114,0.0,0.0,0.0,0,0,0,0
33c.sql,true,219,71,146,1,1,23,48,0,1,0,0,0,54,0,0,0,0,114,0.0,0.0,0.0,0,0,0,0
33c.sql,true,94,72,20,2,0,21,51,0,0,0,0,0,14,0,0,0,0,114,0.0,0.0,0.0,0,0,0,0
33c.sql,false,88,67,19,1,0,20,47,0,0,0,0,0,81,0,0,0,0,114,0.0,0.0,0.0,0,0,0,0
33b.sql,true,98,83,13,2,0,45,38,0,0,0,0,0,5,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0
33b.sql,true,62,47,13,1,0,12,35,0,0,0,0,0,4,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0
33b.sql,true,57,48,8,1,0,12,36,0,0,0,0,0,2,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0
33b.sql,true,57,46,10,1,0,11,35,0,0,0,0,0,3,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0
33b.sql,true,58,47,10,0,0,12,35,0,0,0,0,0,3,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0
33b.sql,false,57,47,10,0,0,11,36,0,0,0,0,0,2,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0
33a.sql,true,68,59,8,0,0,19,40,0,0,0,0,0,2,0,0,0,0,8,0.0,0.0,0.0,0,0,0,0
33a.sql,true,79,61,17,1,0,19,42,0,0,0,0,0,6,0,0,0,0,8,0.0,0.0,0.0,0,0,0,0
33a.sql,true,67,59,8,0,0,18,41,0,0,0,0,0,29,0,0,0,0,8,0.0,0.0,0.0,0,0,0,0
33a.sql,true,72,61,10,1,0,19,42,0,0,0,0,0,3,0,0,0,0,8,0.0,0.0,0.0,0,0,0,0
33a.sql,true,77,56,19,2,0,17,39,0,0,0,0,0,8,0,0,0,0,8,0.0,0.0,0.0,0,0,0,0
33a.sql,false,71,60,9,1,0,19,41,0,0,0,0,0,5,0,0,0,0,8,0.0,0.0,0.0,0,0,0,0
32b.sql,true,24,1,12,9,2,1,0,0,2,0,0,0,54,0,0,0,0,4388,0.0,0.0,0.0,0,0,0,0
32b.sql,true,20,1,10,7,2,1,0,0,2,0,0,0,54,0,0,0,0,4388,0.0,0.0,0.0,0,0,0,0
32b.sql,true,19,1,9,8,1,1,0,0,1,0,0,0,54,0,0,0,0,4388,0.0,0.0,0.0,0,0,0,0
32b.sql,true,101,1,90,10,0,1,0,0,0,0,0,0,85,0,0,0,0,4388,0.0,0.0,0.0,0,0,0,0
32b.sql,true,54,1,36,16,1,1,0,0,1,0,0,0,12,0,0,0,0,4388,0.0,0.0,0.0,0,0,0,0
32b.sql,false,26,1,18,6,1,1,0,0,1,0,0,0,6,0,0,0,0,4388,0.0,0.0,0.0,0,0,0,0
32a.sql,true,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
32a.sql,true,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
32a.sql,true,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
32a.sql,true,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
32a.sql,true,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
32a.sql,false,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0
31c.sql,true,609,183,420,6,0,88,95,0,0,0,0,0,718,0,0,0,0,2825,0.0,0.0,0.0,0,0,0,0
31c.sql,true,138,111,22,4,1,18,93,0,1,0,0,0,197,0,0,0,0,2825,0.0,0.0,0.0,0,0,0,0
31c.sql,true,138,125,8,4,1,27,98,0,1,0,0,0,91,0,0,0,0,2825,0.0,0.0,0.0,0,0,0,0
31c.sql,true,141,123,13,4,1,22,101,0,1,0,0,0,125,0,0,0,0,2825,0.0,0.0,0.0,0,0,0,0
