25.356271171,15.771646095,0.917033121,104.664847978,91.521898704,5.821213136,142.736797044,86.437075596,17.711251258,221.032730831,207.235581668,57.345707737
15.880467078,15.049875782,0.477683442,105.294814713,92.401977254,4.83159822,132.846189519,85.952291264,17.320934402,216.888833069,202.379301217,62.214582741
15.494002337,15.21969812,0.47796985,103.516660029,89.672591883,4.443579858,133.593279723,85.627837895,17.117835742,218.499675607,187.943362177,56.117410535
15.853557806,14.911140179,0.464860484,100.767933277,92.641768089,4.819492826,130.474834106,84.880236407,16.592591473,217.91118208,203.549827446,58.844878339
16.180035561,15.355480593,0.468526753,103.506670285,89.544276576,4.890880768,133.645295734,85.662671093,17.700988204,220.572901129,201.56039967,56.580376027
16.002689542,15.114876755,0.448884236,102.793997103,93.836548173,4.817231355,132.358165704,85.171214846,17.034656509,216.302468041,196.909099405,59.107872611
15.370248937,15.250185709,0.468475721,101.12303335,88.458846878,5.400713389,133.050121583,84.898725684,16.902200224,219.38121635,190.263916894,56.895857497
15.16910047,14.529297099,0.440781027,102.649665062,89.992842626,4.76907596,130.760991091,85.360860038,17.014402881,217.265994843,196.417426051,66.475078796
15.023528011,15.692074249,0.44750928,102.367828531,89.206675084,4.714059601,132.191151975,85.166739995,17.144605927,257.410378077,224.117056985,56.323514075
16.618110302,15.912973803,0.430751671,103.029363476,118.148180236,4.488771199,127.001855454,86.476052735,16.925944698,256.120607386,227.29176138,55.342938185
