1.0,15.4848191194,14.8632334556,0.5575535618,101.6716452534,91.01463041539999,5.8704613412
2.0,15.7324809516,14.261690259400002,0.42538240419999995,103.54364553939999,93.5971080606,5.9050857244
4.0,15.598965825799999,14.271074159,0.4237119968,102.51962591040001,89.8958429394,5.852513263600001
8.0,14.929256843600001,14.433876828399999,0.4092982966,100.617251522,90.6285391976,5.9586595430000004
16.0,15.0432391118,14.273122579599999,0.41982203379999994,102.8214630222,90.55802383620001,5.9318228916
32.0,15.1145466302,14.445438320400001,0.5099482752,101.3826818316,90.53931792339999,6.0471895793999995
64.0,15.3945977206,14.1227775452,0.47817443099999996,101.098078138,92.9819628566,6.1453076528
128.0,15.287066874199999,14.699558971799998,0.5513073291999999,102.9080303584,92.0412085836,6.3150229118
256.0,15.2558457138,14.312566525200001,0.7804468032,102.9587225944,92.6641311248,6.7787180858
512.0,15.0216108982,14.2407631398,0.9817506662,101.9551219368,92.36007840580001,8.1850527696
1024.0,15.051840587800001,13.88292374,1.3692332546,102.79075544899999,93.7913376356,9.320919807600001
2048.0,15.4304131598,13.0319871248,11.433607889,102.70350694480001,91.799838978,10.672956069
4096.0,14.790853688999999,11.1395117478,11.9096389572,102.5088445872,90.1230407026,13.7120674528
8192.0,14.953977805400001,8.508984991,12.6786909438,104.01946011620001,89.4126920718,17.1175106376
16384.0,14.8157408266,4.6943586316,13.8770937718,103.5532979594,88.8697949534,26.600974940999997
