1.0,54.0,44.0,0.356523639187839,0.05285638486684138
2.0,838.0,334.0,0.5439684997355543,0.373176094585459
3.0,3932.0,1016.0,0.6042099519477793,0.5439684997355543
4.0,7680.0,1710.0,0.6042099519477793,0.6042099519477793
5.0,8168.0,1776.0,0.6042099519477793,0.6042099519477793
6.0,5254.0,1192.0,0.6042099519477793,0.6042099519477793
7.0,2020.0,528.0,0.6042099519477793,0.6042099519477793
8.0,442.0,156.0,0.6042099519477793,0.6042099519477793
9.0,30.0,30.0,0.6042099519477793,0.6042099519477793
10.0,3.0,3.0,0.6042099519477793,0.6042099519477793
