2.428219776863372,82770.7363599382,35100.086133700745,985.0
2.3345847243965485,80109.09843988795,35100.086133700745,971.0
2.3109665146315317,80237.4512809834,35100.086133700745,980.0
2.2930380016817846,165737.95822980846,35316.17969002914,2346.0
2.289975704332724,78838.02977031669,35100.086133700745,964.0
2.2357416179545755,93886.36410796546,35100.086133700745,1224.0
2.228109789090385,127274.80719598824,35316.17969002914,1769.0
2.228109789090385,127274.80719598824,35316.17969002914,1769.0
2.218895934043226,93920.40677285874,35100.086133700745,1231.0
2.218642213061022,78254.7321712019,35100.086133700745,976.0
