1.869168155944163,165737.95822980846,35316.17969002914,2346.0
1.6810145590540864,197130.11007986584,35316.17969002914,3126.0
1.6773014074262924,154910.8153960593,35316.17969002914,2305.0
1.6709010355464606,127274.80719598824,35316.17969002914,1769.0
1.6709010355464606,127274.80719598824,35316.17969002914,1769.0
1.616596121309213,151397.41718274902,35316.17969002914,2289.0
1.5911615598322526,155562.546914321,35316.17969002914,2396.0
1.5800270707925292,155636.287808294,35316.17969002914,2408.0
1.5798404260051835,164592.8523981791,35316.17969002914,2590.0
1.469430590112384,125781.0809438798,35100.086133700745,1884.0
