1.0,152.0,80.0,0.6803754748367962,0.015578648212024197
2.0,2126.0,920.0,0.805080985518175,0.6803754748367962
3.0,3496.0,3059.0,0.828536116938505,0.7769230109976185
4.0,7124.0,6865.0,0.8495063633507624,0.819747790656628
5.0,10701.0,10527.0,0.8648352558728656,0.8332607729177431
6.0,11665.0,11535.0,0.8741636540159893,0.8351698271908865
7.0,9006.0,8900.0,0.8741636540159893,0.8393250375754837
8.0,5067.0,5034.0,0.8741636540159893,0.8393250375754837
9.0,2008.0,1997.0,0.8741636540159893,0.8393250375754837
10.0,517.0,516.0,0.8741636540159893,0.8393250375754837
11.0,75.0,75.0,0.8741636540159893,0.8393250375754837
12.0,4.0,4.0,0.8741636540159893,0.8393250375754837
13.0,1.0,0,0.8741636540159893,0.8393250375754837
